DateKey,Date,Day,DaySuffix,Weekday,WeekDayName,WeekDayName_Short,WeekDayName_FirstLetter,DOWInMonth,DayOfYear,WeekOfMonth,WeekOfYear,Month,MonthName,MonthName_Short,MonthName_FirstLetter,Quarter,QuarterName,Year,MMYYYY,MonthYear,IsWeekend
20231107,2023-11-07,7,th,3,Tuesday,TUE,T,7,311,2,45,11,November,NOV,N,4,fourth,2023,112023,2023NOV,0
20040630,2004-06-30,30,th,4,Wednesday,WED,W,30,182,5,27,6,June,JUN,J,2,second,2004,62004,2004JUN,0
20041120,2004-11-20,20,th,7,Saturday,SAT,S,20,325,3,47,11,November,NOV,N,4,fourth,2004,112004,2004NOV,1
20050227,2005-02-27,27,th,1,Sunday,SUN,S,27,58,5,10,2,February,FEB,F,1,First,2005,22005,2005FEB,1
20250313,2025-03-13,13,th,5,Thursday,THU,T,13,72,3,11,3,March,MAR,M,1,First,2025,32025,2025MAR,0
20080321,2008-03-21,21,st,6,Friday,FRI,F,21,81,4,12,3,March,MAR,M,1,First,2008,32008,2008MAR,0
20070714,2007-07-14,14,th,7,Saturday,SAT,S,14,195,2,28,7,July,JUL,J,3,third,2007,72007,2007JUL,1
20131009,2013-10-09,9,th,4,Wednesday,WED,W,9,282,2,41,10,October,OCT,O,4,fourth,2013,102013,2013OCT,0
20090113,2009-01-13,13,th,3,Tuesday,TUE,T,13,13,3,3,1,January,JAN,J,1,First,2009,12009,2009JAN,0
20130401,2013-04-01,1,st,2,Monday,MON,M,1,91,1,14,4,April,APR,A,2,second,2013,42013,2013APR,0
20150811,2015-08-11,11,th,3,Tuesday,TUE,T,11,223,3,33,8,August,AUG,A,3,third,2015,82015,2015AUG,0
20180715,2018-07-15,15,th,1,Sunday,SUN,S,15,196,3,29,7,July,JUL,J,3,third,2018,72018,2018JUL,1
20231101,2023-11-01,1,st,4,Wednesday,WED,W,1,305,1,44,11,November,NOV,N,4,fourth,2023,112023,2023NOV,0
20250421,2025-04-21,21,st,2,Monday,MON,M,21,111,4,17,4,April,APR,A,2,second,2025,42025,2025APR,0
20230313,2023-03-13,13,th,2,Monday,MON,M,13,72,3,11,3,March,MAR,M,1,First,2023,32023,2023MAR,0
20000125,2000-01-25,25,th,3,Tuesday,TUE,T,25,25,5,5,1,January,JAN,J,1,First,2000,12000,2000JAN,0
20000319,2000-03-19,19,th,1,Sunday,SUN,S,19,79,4,13,3,March,MAR,M,1,First,2000,32000,2000MAR,1
20001226,2000-12-26,26,th,3,Tuesday,TUE,T,26,361,5,53,12,December,DEC,D,4,fourth,2000,122000,2000DEC,0
20011229,2001-12-29,29,th,7,Saturday,SAT,S,29,363,5,52,12,December,DEC,D,4,fourth,2001,122001,2001DEC,1
20020629,2002-06-29,29,th,7,Saturday,SAT,S,29,180,5,26,6,June,JUN,J,2,second,2002,62002,2002JUN,1
20021031,2002-10-31,31,st,5,Thursday,THU,T,31,304,5,44,10,October,OCT,O,4,fourth,2002,102002,2002OCT,0
20030421,2003-04-21,21,st,2,Monday,MON,M,21,111,4,17,4,April,APR,A,2,second,2003,42003,2003APR,0
20040609,2004-06-09,9,th,4,Wednesday,WED,W,9,161,2,24,6,June,JUN,J,2,second,2004,62004,2004JUN,0
20060805,2006-08-05,5,th,7,Saturday,SAT,S,5,217,1,31,8,August,AUG,A,3,third,2006,82006,2006AUG,1
20041113,2004-11-13,13,th,7,Saturday,SAT,S,13,318,2,46,11,November,NOV,N,4,fourth,2004,112004,2004NOV,1
20041217,2004-12-17,17,th,6,Friday,FRI,F,17,352,3,51,12,December,DEC,D,4,fourth,2004,122004,2004DEC,0
20060207,2006-02-07,7,th,3,Tuesday,TUE,T,7,38,2,6,2,February,FEB,F,1,First,2006,22006,2006FEB,0
20050819,2005-08-19,19,th,6,Friday,FRI,F,19,231,3,34,8,August,AUG,A,3,third,2005,82005,2005AUG,0
20060919,2006-09-19,19,th,3,Tuesday,TUE,T,19,262,4,38,9,September,SEP,S,3,third,2006,92006,2006SEP,0
20070519,2007-05-19,19,th,7,Saturday,SAT,S,19,139,3,20,5,May,MAY,M,2,second,2007,52007,2007MAY,1
20070219,2007-02-19,19,th,2,Monday,MON,M,19,50,4,8,2,February,FEB,F,1,First,2007,22007,2007FEB,0
20120919,2012-09-19,19,th,4,Wednesday,WED,W,19,263,4,38,9,September,SEP,S,3,third,2012,92012,2012SEP,0
20080829,2008-08-29,29,th,6,Friday,FRI,F,29,242,5,35,8,August,AUG,A,3,third,2008,82008,2008AUG,0
20101126,2010-11-26,26,th,6,Friday,FRI,F,26,330,4,48,11,November,NOV,N,4,fourth,2010,112010,2010NOV,0
20090220,2009-02-20,20,th,6,Friday,FRI,F,20,51,3,8,2,February,FEB,F,1,First,2009,22009,2009FEB,0
20080429,2008-04-29,29,th,3,Tuesday,TUE,T,29,120,5,18,4,April,APR,A,2,second,2008,42008,2008APR,0
20120427,2012-04-27,27,th,6,Friday,FRI,F,27,118,4,17,4,April,APR,A,2,second,2012,42012,2012APR,0
20120404,2012-04-04,4,th,4,Wednesday,WED,W,4,95,1,14,4,April,APR,A,2,second,2012,42012,2012APR,0
20131217,2013-12-17,17,th,3,Tuesday,TUE,T,17,351,3,51,12,December,DEC,D,4,fourth,2013,122013,2013DEC,0
20121219,2012-12-19,19,th,4,Wednesday,WED,W,19,354,4,51,12,December,DEC,D,4,fourth,2012,122012,2012DEC,0
20150502,2015-05-02,2,nd,7,Saturday,SAT,S,2,122,1,18,5,May,MAY,M,2,second,2015,52015,2015MAY,1
20130618,2013-06-18,18,th,3,Tuesday,TUE,T,18,169,4,25,6,June,JUN,J,2,second,2013,62013,2013JUN,0
20141203,2014-12-03,3,rd,4,Wednesday,WED,W,3,337,1,49,12,December,DEC,D,4,fourth,2014,122014,2014DEC,0
20180224,2018-02-24,24,th,7,Saturday,SAT,S,24,55,4,8,2,February,FEB,F,1,First,2018,22018,2018FEB,1
20180702,2018-07-02,2,nd,2,Monday,MON,M,2,183,1,27,7,July,JUL,J,3,third,2018,72018,2018JUL,0
20150219,2015-02-19,19,th,5,Thursday,THU,T,19,50,3,8,2,February,FEB,F,1,First,2015,22015,2015FEB,0
20161123,2016-11-23,23,rd,4,Wednesday,WED,W,23,328,4,48,11,November,NOV,N,4,fourth,2016,112016,2016NOV,0
20190224,2019-02-24,24,th,1,Sunday,SUN,S,24,55,5,9,2,February,FEB,F,1,First,2019,22019,2019FEB,1
20161222,2016-12-22,22,nd,5,Thursday,THU,T,22,357,4,52,12,December,DEC,D,4,fourth,2016,122016,2016DEC,0
20190504,2019-05-04,4,th,7,Saturday,SAT,S,4,124,1,18,5,May,MAY,M,2,second,2019,52019,2019MAY,1
20171028,2017-10-28,28,th,7,Saturday,SAT,S,28,301,4,43,10,October,OCT,O,4,fourth,2017,102017,2017OCT,1
20191018,2019-10-18,18,th,6,Friday,FRI,F,18,291,3,42,10,October,OCT,O,4,fourth,2019,102019,2019OCT,0
20200405,2020-04-05,5,th,1,Sunday,SUN,S,5,96,2,15,4,April,APR,A,2,second,2020,42020,2020APR,1
20191103,2019-11-03,3,rd,1,Sunday,SUN,S,3,307,2,45,11,November,NOV,N,4,fourth,2019,112019,2019NOV,1
20211113,2021-11-13,13,th,7,Saturday,SAT,S,13,317,2,46,11,November,NOV,N,4,fourth,2021,112021,2021NOV,1
20240213,2024-02-13,13,th,3,Tuesday,TUE,T,13,44,3,7,2,February,FEB,F,1,First,2024,22024,2024FEB,0
20210224,2021-02-24,24,th,4,Wednesday,WED,W,24,55,4,9,2,February,FEB,F,1,First,2021,22021,2021FEB,0
20011111,2001-11-11,11,th,1,Sunday,SUN,S,11,315,3,46,11,November,NOV,N,4,fourth,2001,112001,2001NOV,1
20230116,2023-01-16,16,th,2,Monday,MON,M,16,16,3,3,1,January,JAN,J,1,First,2023,12023,2023JAN,0
20230811,2023-08-11,11,th,6,Friday,FRI,F,11,223,2,32,8,August,AUG,A,3,third,2023,82023,2023AUG,0
20241111,2024-11-11,11,th,2,Monday,MON,M,11,316,3,46,11,November,NOV,N,4,fourth,2024,112024,2024NOV,0
20050305,2005-03-05,5,th,7,Saturday,SAT,S,5,64,1,10,3,March,MAR,M,1,First,2005,32005,2005MAR,1
20051201,2005-12-01,1,st,5,Thursday,THU,T,1,335,1,49,12,December,DEC,D,4,fourth,2005,122005,2005DEC,0
20010507,2001-05-07,7,th,2,Monday,MON,M,7,127,2,19,5,May,MAY,M,2,second,2001,52001,2001MAY,0
20021215,2002-12-15,15,th,1,Sunday,SUN,S,15,349,3,51,12,December,DEC,D,4,fourth,2002,122002,2002DEC,1
20080815,2008-08-15,15,th,6,Friday,FRI,F,15,228,3,33,8,August,AUG,A,3,third,2008,82008,2008AUG,0
20100825,2010-08-25,25,th,4,Wednesday,WED,W,25,237,4,35,8,August,AUG,A,3,third,2010,82010,2010AUG,0
20081011,2008-10-11,11,th,7,Saturday,SAT,S,11,285,2,41,10,October,OCT,O,4,fourth,2008,102008,2008OCT,1
20150915,2015-09-15,15,th,3,Tuesday,TUE,T,15,258,3,38,9,September,SEP,S,3,third,2015,92015,2015SEP,0
20110124,2011-01-24,24,th,2,Monday,MON,M,24,24,5,5,1,January,JAN,J,1,First,2011,12011,2011JAN,0
20140818,2014-08-18,18,th,2,Monday,MON,M,18,230,4,34,8,August,AUG,A,3,third,2014,82014,2014AUG,0
20170203,2017-02-03,3,rd,6,Friday,FRI,F,3,34,1,5,2,February,FEB,F,1,First,2017,22017,2017FEB,0
20200201,2020-02-01,1,st,7,Saturday,SAT,S,1,32,1,5,2,February,FEB,F,1,First,2020,22020,2020FEB,1
20001219,2000-12-19,19,th,3,Tuesday,TUE,T,19,354,4,52,12,December,DEC,D,4,fourth,2000,122000,2000DEC,0
20170126,2017-01-26,26,th,5,Thursday,THU,T,26,26,4,4,1,January,JAN,J,1,First,2017,12017,2017JAN,0
20000515,2000-05-15,15,th,2,Monday,MON,M,15,136,3,21,5,May,MAY,M,2,second,2000,52000,2000MAY,0
20000626,2000-06-26,26,th,2,Monday,MON,M,26,178,5,27,6,June,JUN,J,2,second,2000,62000,2000JUN,0
20010922,2001-09-22,22,nd,7,Saturday,SAT,S,22,265,4,38,9,September,SEP,S,3,third,2001,92001,2001SEP,1
20020327,2002-03-27,27,th,4,Wednesday,WED,W,27,86,5,13,3,March,MAR,M,1,First,2002,32002,2002MAR,0
20020311,2002-03-11,11,th,2,Monday,MON,M,11,70,3,11,3,March,MAR,M,1,First,2002,32002,2002MAR,0
20020511,2002-05-11,11,th,7,Saturday,SAT,S,11,131,2,19,5,May,MAY,M,2,second,2002,52002,2002MAY,1
20020225,2002-02-25,25,th,2,Monday,MON,M,25,56,5,9,2,February,FEB,F,1,First,2002,22002,2002FEB,0
20060307,2006-03-07,7,th,3,Tuesday,TUE,T,7,66,2,10,3,March,MAR,M,1,First,2006,32006,2006MAR,0
20040803,2004-08-03,3,rd,3,Tuesday,TUE,T,3,216,1,32,8,August,AUG,A,3,third,2004,82004,2004AUG,0
20040407,2004-04-07,7,th,4,Wednesday,WED,W,7,98,2,15,4,April,APR,A,2,second,2004,42004,2004APR,0
20070618,2007-06-18,18,th,2,Monday,MON,M,18,169,4,25,6,June,JUN,J,2,second,2007,62007,2007JUN,0
20081215,2008-12-15,15,th,2,Monday,MON,M,15,350,3,51,12,December,DEC,D,4,fourth,2008,122008,2008DEC,0
20050325,2005-03-25,25,th,6,Friday,FRI,F,25,84,4,13,3,March,MAR,M,1,First,2005,32005,2005MAR,0
20070208,2007-02-08,8,th,5,Thursday,THU,T,8,39,2,6,2,February,FEB,F,1,First,2007,22007,2007FEB,0
20080105,2008-01-05,5,th,7,Saturday,SAT,S,5,5,1,1,1,January,JAN,J,1,First,2008,12008,2008JAN,1
20080709,2008-07-09,9,th,4,Wednesday,WED,W,9,191,2,28,7,July,JUL,J,3,third,2008,72008,2008JUL,0
20090706,2009-07-06,6,th,2,Monday,MON,M,6,187,2,28,7,July,JUL,J,3,third,2009,72009,2009JUL,0
20080919,2008-09-19,19,th,6,Friday,FRI,F,19,263,3,38,9,September,SEP,S,3,third,2008,92008,2008SEP,0
20100108,2010-01-08,8,th,6,Friday,FRI,F,8,8,2,2,1,January,JAN,J,1,First,2010,12010,2010JAN,0
20090731,2009-07-31,31,st,6,Friday,FRI,F,31,212,5,31,7,July,JUL,J,3,third,2009,72009,2009JUL,0
20111226,2011-12-26,26,th,2,Monday,MON,M,26,360,5,53,12,December,DEC,D,4,fourth,2011,122011,2011DEC,0
20120204,2012-02-04,4,th,7,Saturday,SAT,S,4,35,1,5,2,February,FEB,F,1,First,2012,22012,2012FEB,1
20130224,2013-02-24,24,th,1,Sunday,SUN,S,24,55,5,9,2,February,FEB,F,1,First,2013,22013,2013FEB,1
20130119,2013-01-19,19,th,7,Saturday,SAT,S,19,19,3,3,1,January,JAN,J,1,First,2013,12013,2013JAN,1
20110926,2011-09-26,26,th,2,Monday,MON,M,26,269,5,40,9,September,SEP,S,3,third,2011,92011,2011SEP,0
20110119,2011-01-19,19,th,4,Wednesday,WED,W,19,19,4,4,1,January,JAN,J,1,First,2011,12011,2011JAN,0
20160704,2016-07-04,4,th,2,Monday,MON,M,4,186,2,28,7,July,JUL,J,3,third,2016,72016,2016JUL,0
20151221,2015-12-21,21,st,2,Monday,MON,M,21,355,4,52,12,December,DEC,D,4,fourth,2015,122015,2015DEC,0
20150601,2015-06-01,1,st,2,Monday,MON,M,1,152,1,23,6,June,JUN,J,2,second,2015,62015,2015JUN,0
20191105,2019-11-05,5,th,3,Tuesday,TUE,T,5,309,2,45,11,November,NOV,N,4,fourth,2019,112019,2019NOV,0
20181218,2018-12-18,18,th,3,Tuesday,TUE,T,18,352,4,51,12,December,DEC,D,4,fourth,2018,122018,2018DEC,0
20181127,2018-11-27,27,th,3,Tuesday,TUE,T,27,331,5,48,11,November,NOV,N,4,fourth,2018,112018,2018NOV,0
20161107,2016-11-07,7,th,2,Monday,MON,M,7,312,2,46,11,November,NOV,N,4,fourth,2016,112016,2016NOV,0
20191015,2019-10-15,15,th,3,Tuesday,TUE,T,15,288,3,42,10,October,OCT,O,4,fourth,2019,102019,2019OCT,0
20200329,2020-03-29,29,th,1,Sunday,SUN,S,29,89,5,14,3,March,MAR,M,1,First,2020,32020,2020MAR,1
20210508,2021-05-08,8,th,7,Saturday,SAT,S,8,128,2,19,5,May,MAY,M,2,second,2021,52021,2021MAY,1
20170109,2017-01-09,9,th,2,Monday,MON,M,9,9,2,2,1,January,JAN,J,1,First,2017,12017,2017JAN,0
20180225,2018-02-25,25,th,1,Sunday,SUN,S,25,56,5,9,2,February,FEB,F,1,First,2018,22018,2018FEB,1
20220831,2022-08-31,31,st,4,Wednesday,WED,W,31,243,5,36,8,August,AUG,A,3,third,2022,82022,2022AUG,0
20250426,2025-04-26,26,th,7,Saturday,SAT,S,26,116,4,17,4,April,APR,A,2,second,2025,42025,2025APR,1
20230522,2023-05-22,22,nd,2,Monday,MON,M,22,142,4,21,5,May,MAY,M,2,second,2023,52023,2023MAY,0
20210420,2021-04-20,20,th,3,Tuesday,TUE,T,20,110,4,17,4,April,APR,A,2,second,2021,42021,2021APR,0
20230829,2023-08-29,29,th,3,Tuesday,TUE,T,29,241,5,35,8,August,AUG,A,3,third,2023,82023,2023AUG,0
20220514,2022-05-14,14,th,7,Saturday,SAT,S,14,134,2,20,5,May,MAY,M,2,second,2022,52022,2022MAY,1
20030811,2003-08-11,11,th,2,Monday,MON,M,11,223,3,33,8,August,AUG,A,3,third,2003,82003,2003AUG,0
20240720,2024-07-20,20,th,7,Saturday,SAT,S,20,202,3,29,7,July,JUL,J,3,third,2024,72024,2024JUL,1
20030501,2003-05-01,1,st,5,Thursday,THU,T,1,121,1,18,5,May,MAY,M,2,second,2003,52003,2003MAY,0
20061030,2006-10-30,30,th,2,Monday,MON,M,30,303,5,44,10,October,OCT,O,4,fourth,2006,102006,2006OCT,0
20050321,2005-03-21,21,st,2,Monday,MON,M,21,80,4,13,3,March,MAR,M,1,First,2005,32005,2005MAR,0
20080414,2008-04-14,14,th,2,Monday,MON,M,14,105,3,16,4,April,APR,A,2,second,2008,42008,2008APR,0
20041222,2004-12-22,22,nd,4,Wednesday,WED,W,22,357,4,52,12,December,DEC,D,4,fourth,2004,122004,2004DEC,0
20101019,2010-10-19,19,th,3,Tuesday,TUE,T,19,292,4,43,10,October,OCT,O,4,fourth,2010,102010,2010OCT,0
20111010,2011-10-10,10,th,2,Monday,MON,M,10,283,3,42,10,October,OCT,O,4,fourth,2011,102011,2011OCT,0
20100501,2010-05-01,1,st,7,Saturday,SAT,S,1,121,1,18,5,May,MAY,M,2,second,2010,52010,2010MAY,1
20170215,2017-02-15,15,th,4,Wednesday,WED,W,15,46,3,7,2,February,FEB,F,1,First,2017,22017,2017FEB,0
20111231,2011-12-31,31,st,7,Saturday,SAT,S,31,365,5,53,12,December,DEC,D,4,fourth,2011,122011,2011DEC,1
20170207,2017-02-07,7,th,3,Tuesday,TUE,T,7,38,2,6,2,February,FEB,F,1,First,2017,22017,2017FEB,0
20180820,2018-08-20,20,th,2,Monday,MON,M,20,232,4,34,8,August,AUG,A,3,third,2018,82018,2018AUG,0
20210504,2021-05-04,4,th,3,Tuesday,TUE,T,4,124,2,19,5,May,MAY,M,2,second,2021,52021,2021MAY,0
20220316,2022-03-16,16,th,4,Wednesday,WED,W,16,75,3,12,3,March,MAR,M,1,First,2022,32022,2022MAR,0
20000206,2000-02-06,6,th,1,Sunday,SUN,S,6,37,2,7,2,February,FEB,F,1,First,2000,22000,2000FEB,1
20000610,2000-06-10,10,th,7,Saturday,SAT,S,10,162,2,24,6,June,JUN,J,2,second,2000,62000,2000JUN,1
20010220,2001-02-20,20,th,3,Tuesday,TUE,T,20,51,4,8,2,February,FEB,F,1,First,2001,22001,2001FEB,0
20011009,2001-10-09,9,th,3,Tuesday,TUE,T,9,282,2,41,10,October,OCT,O,4,fourth,2001,102001,2001OCT,0
20020305,2002-03-05,5,th,3,Tuesday,TUE,T,5,64,2,10,3,March,MAR,M,1,First,2002,32002,2002MAR,0
20021224,2002-12-24,24,th,3,Tuesday,TUE,T,24,358,4,52,12,December,DEC,D,4,fourth,2002,122002,2002DEC,0
20021024,2002-10-24,24,th,5,Thursday,THU,T,24,297,4,43,10,October,OCT,O,4,fourth,2002,102002,2002OCT,0
20030521,2003-05-21,21,st,4,Wednesday,WED,W,21,141,4,21,5,May,MAY,M,2,second,2003,52003,2003MAY,0
20050424,2005-04-24,24,th,1,Sunday,SUN,S,24,114,5,18,4,April,APR,A,2,second,2005,42005,2005APR,1
20060116,2006-01-16,16,th,2,Monday,MON,M,16,16,3,3,1,January,JAN,J,1,First,2006,12006,2006JAN,0
20050829,2005-08-29,29,th,2,Monday,MON,M,29,241,5,36,8,August,AUG,A,3,third,2005,82005,2005AUG,0
20060406,2006-04-06,6,th,5,Thursday,THU,T,6,96,2,14,4,April,APR,A,2,second,2006,42006,2006APR,0
20070627,2007-06-27,27,th,4,Wednesday,WED,W,27,178,5,26,6,June,JUN,J,2,second,2007,62007,2007JUN,0
20080702,2008-07-02,2,nd,4,Wednesday,WED,W,2,184,1,27,7,July,JUL,J,3,third,2008,72008,2008JUL,0
20080101,2008-01-01,1,st,3,Tuesday,TUE,T,1,1,1,1,1,January,JAN,J,1,First,2008,12008,2008JAN,0
20070416,2007-04-16,16,th,2,Monday,MON,M,16,106,3,16,4,April,APR,A,2,second,2007,42007,2007APR,0
20100222,2010-02-22,22,nd,2,Monday,MON,M,22,53,4,9,2,February,FEB,F,1,First,2010,22010,2010FEB,0
20080521,2008-05-21,21,st,4,Wednesday,WED,W,21,142,4,21,5,May,MAY,M,2,second,2008,52008,2008MAY,0
20081102,2008-11-02,2,nd,1,Sunday,SUN,S,2,307,2,45,11,November,NOV,N,4,fourth,2008,112008,2008NOV,1
20081128,2008-11-28,28,th,6,Friday,FRI,F,28,333,5,48,11,November,NOV,N,4,fourth,2008,112008,2008NOV,0
20101010,2010-10-10,10,th,1,Sunday,SUN,S,10,283,3,42,10,October,OCT,O,4,fourth,2010,102010,2010OCT,1
20150712,2015-07-12,12,th,1,Sunday,SUN,S,12,193,3,29,7,July,JUL,J,3,third,2015,72015,2015JUL,1
20110105,2011-01-05,5,th,4,Wednesday,WED,W,5,5,2,2,1,January,JAN,J,1,First,2011,12011,2011JAN,0
20131002,2013-10-02,2,nd,4,Wednesday,WED,W,2,275,1,40,10,October,OCT,O,4,fourth,2013,102013,2013OCT,0
20110305,2011-03-05,5,th,7,Saturday,SAT,S,5,64,1,10,3,March,MAR,M,1,First,2011,32011,2011MAR,1
20100920,2010-09-20,20,th,2,Monday,MON,M,20,263,4,39,9,September,SEP,S,3,third,2010,92010,2010SEP,0
20150518,2015-05-18,18,th,2,Monday,MON,M,18,138,4,21,5,May,MAY,M,2,second,2015,52015,2015MAY,0
20140421,2014-04-21,21,st,2,Monday,MON,M,21,111,4,17,4,April,APR,A,2,second,2014,42014,2014APR,0
20160720,2016-07-20,20,th,4,Wednesday,WED,W,20,202,4,30,7,July,JUL,J,3,third,2016,72016,2016JUL,0
20150531,2015-05-31,31,st,1,Sunday,SUN,S,31,151,6,23,5,May,MAY,M,2,second,2015,52015,2015MAY,1
20190117,2019-01-17,17,th,5,Thursday,THU,T,17,17,3,3,1,January,JAN,J,1,First,2019,12019,2019JAN,0
20170321,2017-03-21,21,st,3,Tuesday,TUE,T,21,80,4,12,3,March,MAR,M,1,First,2017,32017,2017MAR,0
20170916,2017-09-16,16,th,7,Saturday,SAT,S,16,259,3,37,9,September,SEP,S,3,third,2017,92017,2017SEP,1
20210607,2021-06-07,7,th,2,Monday,MON,M,7,158,2,24,6,June,JUN,J,2,second,2021,62021,2021JUN,0
20211110,2021-11-10,10,th,4,Wednesday,WED,W,10,314,2,46,11,November,NOV,N,4,fourth,2021,112021,2021NOV,0
20180127,2018-01-27,27,th,7,Saturday,SAT,S,27,27,4,4,1,January,JAN,J,1,First,2018,12018,2018JAN,1
20200723,2020-07-23,23,rd,5,Thursday,THU,T,23,205,4,30,7,July,JUL,J,3,third,2020,72020,2020JUL,0
20221021,2022-10-21,21,st,6,Friday,FRI,F,21,294,4,43,10,October,OCT,O,4,fourth,2022,102022,2022OCT,0
20191010,2019-10-10,10,th,5,Thursday,THU,T,10,283,2,41,10,October,OCT,O,4,fourth,2019,102019,2019OCT,0
20211207,2021-12-07,7,th,3,Tuesday,TUE,T,7,341,2,50,12,December,DEC,D,4,fourth,2021,122021,2021DEC,0
20190101,2019-01-01,1,st,3,Tuesday,TUE,T,1,1,1,1,1,January,JAN,J,1,First,2019,12019,2019JAN,0
20220608,2022-06-08,8,th,4,Wednesday,WED,W,8,159,2,24,6,June,JUN,J,2,second,2022,62022,2022JUN,0
20241204,2024-12-04,4,th,4,Wednesday,WED,W,4,339,1,49,12,December,DEC,D,4,fourth,2024,122024,2024DEC,0
20241230,2024-12-30,30,th,2,Monday,MON,M,30,365,5,53,12,December,DEC,D,4,fourth,2024,122024,2024DEC,0
20030107,2003-01-07,7,th,3,Tuesday,TUE,T,7,7,2,2,1,January,JAN,J,1,First,2003,12003,2003JAN,0
20250302,2025-03-02,2,nd,1,Sunday,SUN,S,2,61,2,10,3,March,MAR,M,1,First,2025,32025,2025MAR,1
20041116,2004-11-16,16,th,3,Tuesday,TUE,T,16,321,3,47,11,November,NOV,N,4,fourth,2004,112004,2004NOV,0
20040522,2004-05-22,22,nd,7,Saturday,SAT,S,22,143,4,21,5,May,MAY,M,2,second,2004,52004,2004MAY,1
20050221,2005-02-21,21,st,2,Monday,MON,M,21,52,4,9,2,February,FEB,F,1,First,2005,22005,2005FEB,0
20080326,2008-03-26,26,th,4,Wednesday,WED,W,26,86,5,13,3,March,MAR,M,1,First,2008,32008,2008MAR,0
20090822,2009-08-22,22,nd,7,Saturday,SAT,S,22,234,4,34,8,August,AUG,A,3,third,2009,82009,2009AUG,1
20060807,2006-08-07,7,th,2,Monday,MON,M,7,219,2,32,8,August,AUG,A,3,third,2006,82006,2006AUG,0
20120617,2012-06-17,17,th,1,Sunday,SUN,S,17,169,4,25,6,June,JUN,J,2,second,2012,62012,2012JUN,1
20130915,2013-09-15,15,th,1,Sunday,SUN,S,15,258,3,38,9,September,SEP,S,3,third,2013,92013,2013SEP,1
20110821,2011-08-21,21,st,1,Sunday,SUN,S,21,233,4,35,8,August,AUG,A,3,third,2011,82011,2011AUG,1
20181118,2018-11-18,18,th,1,Sunday,SUN,S,18,322,4,47,11,November,NOV,N,4,fourth,2018,112018,2018NOV,1
20121211,2012-12-11,11,th,3,Tuesday,TUE,T,11,346,3,50,12,December,DEC,D,4,fourth,2012,122012,2012DEC,0
20180602,2018-06-02,2,nd,7,Saturday,SAT,S,2,153,1,22,6,June,JUN,J,2,second,2018,62018,2018JUN,1
20191218,2019-12-18,18,th,4,Wednesday,WED,W,18,352,3,51,12,December,DEC,D,4,fourth,2019,122019,2019DEC,0
20240109,2024-01-09,9,th,3,Tuesday,TUE,T,9,9,2,2,1,January,JAN,J,1,First,2024,12024,2024JAN,0
20000117,2000-01-17,17,th,2,Monday,MON,M,17,17,4,4,1,January,JAN,J,1,First,2000,12000,2000JAN,0
20000713,2000-07-13,13,th,5,Thursday,THU,T,13,195,3,29,7,July,JUL,J,3,third,2000,72000,2000JUL,0
20000817,2000-08-17,17,th,5,Thursday,THU,T,17,230,3,34,8,August,AUG,A,3,third,2000,82000,2000AUG,0
20020912,2002-09-12,12,th,5,Thursday,THU,T,12,255,2,37,9,September,SEP,S,3,third,2002,92002,2002SEP,0
20011207,2001-12-07,7,th,6,Friday,FRI,F,7,341,2,49,12,December,DEC,D,4,fourth,2001,122001,2001DEC,0
20030209,2003-02-09,9,th,1,Sunday,SUN,S,9,40,3,7,2,February,FEB,F,1,First,2003,22003,2003FEB,1
20020824,2002-08-24,24,th,7,Saturday,SAT,S,24,236,4,34,8,August,AUG,A,3,third,2002,82002,2002AUG,1
20030803,2003-08-03,3,rd,1,Sunday,SUN,S,3,215,2,32,8,August,AUG,A,3,third,2003,82003,2003AUG,1
20040904,2004-09-04,4,th,7,Saturday,SAT,S,4,248,1,36,9,September,SEP,S,3,third,2004,92004,2004SEP,1
20050409,2005-04-09,9,th,7,Saturday,SAT,S,9,99,2,15,4,April,APR,A,2,second,2005,42005,2005APR,1
20050130,2005-01-30,30,th,1,Sunday,SUN,S,30,30,6,6,1,January,JAN,J,1,First,2005,12005,2005JAN,1
20050601,2005-06-01,1,st,4,Wednesday,WED,W,1,152,1,23,6,June,JUN,J,2,second,2005,62005,2005JUN,0
20090211,2009-02-11,11,th,4,Wednesday,WED,W,11,42,2,7,2,February,FEB,F,1,First,2009,22009,2009FEB,0
20070414,2007-04-14,14,th,7,Saturday,SAT,S,14,104,2,15,4,April,APR,A,2,second,2007,42007,2007APR,1
20061016,2006-10-16,16,th,2,Monday,MON,M,16,289,3,42,10,October,OCT,O,4,fourth,2006,102006,2006OCT,0
20100603,2010-06-03,3,rd,5,Thursday,THU,T,3,154,1,23,6,June,JUN,J,2,second,2010,62010,2010JUN,0
20110331,2011-03-31,31,st,5,Thursday,THU,T,31,90,5,14,3,March,MAR,M,1,First,2011,32011,2011MAR,0
20060905,2006-09-05,5,th,3,Tuesday,TUE,T,5,248,2,36,9,September,SEP,S,3,third,2006,92006,2006SEP,0
20090920,2009-09-20,20,th,1,Sunday,SUN,S,20,263,4,39,9,September,SEP,S,3,third,2009,92009,2009SEP,1
20110420,2011-04-20,20,th,4,Wednesday,WED,W,20,110,4,17,4,April,APR,A,2,second,2011,42011,2011APR,0
20100726,2010-07-26,26,th,2,Monday,MON,M,26,207,5,31,7,July,JUL,J,3,third,2010,72010,2010JUL,0
